label,Category,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
3,Hotspot-MOR,8.37,13678.75,11485.12,1521.02,1687.05,0.02,339.43,4.8,25.41,3.97,348.55,139.69,1569.54,554.93,2209.64,397.63,2664.93,363.31
3,Hotspot-MOR,8.46,1968.54,8503.51,157.07,250.96,0.02,32.43,2.36,6.72,1.83,72.34,22.17,239.22,88.01,349.06,62.18,465.02,73.76
3,Hotspot-MOR,8.55,2361.24,10511.76,101.85,180.67,0.02,29.85,2.71,7.83,1.44,70.46,24.04,262.95,97.52,380.88,72.98,535.88,84.32
3,Hotspot-MOR,8.92,1828.83,8245.36,31.71,68.55,0.02,11.91,3.75,8.22,2.88,68.39,21.69,229.22,84.32,331.72,58.96,413.3,66.96
3,Hotspot-MOR,9.01,1048.98,7819.02,25.22,102.38,0.02,12.7,1.31,3.46,1.34,30.95,10.6,118.68,43.7,188.91,35.28,293.63,51.06
3,Hotspot-MOR,9.11,1835.92,10050.19,150.24,260.84,0.02,24.72,1.88,5.25,1.36,54.91,19.06,207.55,80.49,332.54,65.62,489.2,80.97
3,Hotspot-MOR,9.13,4319.12,9131.55,715.5,646.53,0.02,118.86,3.85,11.24,3.09,121.96,44.02,497.72,188.65,757.48,140.28,1024.23,157.82
3,Hotspot-MOR,9.15,851.41,11073.77,17.34,49.55,0.02,11.76,0.53,1.92,0.5,20.61,7.89,89.5,35.76,164.77,32.97,258.87,44.74
3,Hotspot-MOR,9.22,4736.44,10890.74,446.87,536.4,0.02,85.29,4.26,12.46,3.75,137.24,47.96,546.58,203.8,827.51,157.5,1169.74,190.03
3,Hotspot-MOR,9.33,3068.73,10835.35,263.88,333.96,0.02,60.36,3.42,9.58,3.2,97.48,33.35,372,142.74,563.2,103.79,756.19,121.79
3,Hotspot-MOR,9.72,1166.42,9554.67,46.34,94.77,0.02,13.2,0.96,2.98,1,27.62,10.77,122.69,49.2,210.42,42.56,327.81,55.42
3,Hotspot-MOR,9.98,4905.09,11984.25,862.46,1118.32,0.02,178.49,4.3,11.83,1.46,120.42,43.2,487.75,196.05,848.55,175.08,1371.99,224.28
3,Hotspot-MOR,10.13,4008.82,8619.24,482.38,584.17,0.02,95.04,5.15,14.32,3.85,148.37,49.15,509.8,174.17,693.5,126.54,890.27,136.8
3,Hotspot-MOR,10.17,1408.91,8217.73,50.32,106.99,0.02,17.68,1.36,3.91,1.48,39.43,14.04,159.21,60.31,259.83,50.56,370.65,62.47
3,Hotspot-MOR,10.24,2275.52,8442.51,316.52,363.96,0.02,38.66,3.07,7.8,2.42,81.85,27,277.41,99.51,390.64,70.21,522.24,80.72
3,Hotspot-MOR,10.39,2097.57,8638.48,108.19,162.14,0.02,37.56,2.37,6.48,1.96,65.89,22.16,237.77,87.87,355.36,68.41,486.36,76.16
3,Hotspot-MOR,10.51,2604.94,8341.93,299.22,374.9,0.02,46.63,3.26,9.37,2.8,94.38,30.79,323.6,114.59,440.68,80.64,583.32,91.99
3,Hotspot-MOR,10.62,966.51,7984.29,46.39,89.58,0.02,13.1,1.37,3.81,1.41,29.75,10.35,115.2,40,174.93,32.4,258.06,41.27
3,Hotspot-MOR,10.9,4419.03,11881.59,551.52,508.25,0.02,151.13,4.17,12.75,2.66,129.31,45.88,505.02,187.21,762.55,146.73,1082.93,174.73
3,Hotspot-MOR,10.96,3097.71,8935.74,61.16,100.69,0.02,10.25,4.47,10.01,2.9,87.85,29.47,318.06,122.6,508.8,98.74,766.57,127.9
3,Hotspot-MOR,11.16,1510.05,9028.2,30.72,56.87,0.02,4.07,1.98,4.97,1.84,47.48,15.39,169.66,63,267.15,51.34,409.3,70.19
3,Hotspot-MOR,11.18,1456.9,9534.35,54.38,118.74,0.02,16.83,1.37,3.76,0.83,38.89,13.93,158,61.05,271.3,54.61,429.73,70.94
3,Hotspot-MOR,11.19,1570.6,8554.34,98.27,155.82,0.02,21.23,1.93,4.6,1.49,41.83,15.12,171.19,66.76,276.31,53.47,406.66,65.92
3,Hotspot-MOR,11.2,2073.49,8858.83,178.29,227.98,0.02,33.07,2.62,6.36,1.78,59.64,20.45,231.17,88.91,367.4,70.89,523.75,84.8
3,Hotspot-MOR,11.31,941.53,8140.11,51.9,90.88,0.02,13.08,1.68,3.24,1.48,30.99,10.57,113.73,41.94,167.95,33.13,237.37,38.92
3,Hotspot-MOR,11.38,1519.72,9395.41,71.87,136.6,0.02,18.02,1.78,3.83,1.07,37.83,13.91,159.87,64.64,291.16,56.49,447.66,74.73
3,Hotspot-MOR,11.5,2724.94,9150.12,55.84,96.37,0.02,6.09,2.79,6.87,2.35,68.62,25.38,289.42,110.71,489.24,95.02,761.68,125.67
3,Hotspot-MOR,11.82,1297.25,7761.01,44.67,87.09,0.02,19.44,2.12,5.17,2,41.48,14.76,155.38,55.7,227.72,42.85,316.53,49.46
3,Hotspot-MOR,12.04,3133.85,10323.38,252.08,325.42,0.02,38.44,2.2,6.65,1.27,73.68,27.19,318.86,128.05,559.14,112.07,881.65,150.91
3,Hotspot-MOR,12.19,1110.79,10052.28,47.68,105.26,0.02,11.96,1.11,2.98,0.84,24.6,9.91,114.36,46.89,210.41,43.41,384.05,61.53
3,Hotspot-MOR,12.23,1260.87,9641.4,64.08,115.41,0.02,14.73,1.33,3.34,1.03,32.59,11.52,136.86,54.57,236.72,48.24,382.47,68.28
3,Hotspot-MOR,12.26,1491.43,9726.98,149.98,117.13,0.02,17.02,2.72,6,1.1,46.62,15.15,160.62,59.04,247.32,47.66,376.17,65.29
3,Hotspot-MOR,12.28,1991.72,8848.89,45.75,77.62,0.02,4.52,2.54,5.92,2.13,60.48,19.94,226.5,84.34,355.77,70.03,550.39,94.61
3,Hotspot-MOR,12.38,2321.26,9270.62,59.54,110.87,0.02,7.89,3.21,6.81,1.76,62.56,23.13,253.37,97.17,414.51,81.53,622.39,103.57
3,Hotspot-MOR,12.5,899.14,9585.46,23.22,53.32,0.02,5.85,0.51,1.8,0.48,19.83,7.14,90.89,36.4,168.28,35.93,295.05,53.21
3,Hotspot-MOR,12.56,1977.4,9127.47,46.82,80.74,0.02,6.34,2.5,5.96,1.5,58.47,20.6,239.22,94.16,410.29,81.06,645.32,111.67
3,Hotspot-MOR,12.63,1394.41,8076.69,69.11,113.18,0.02,15.03,1.83,4.3,1.66,39.66,14.02,160.88,59.45,249.48,49.09,371.78,64.74
3,Hotspot-MOR,12.68,2209.34,9211.98,111.28,167.44,0.02,19.12,1.64,4.77,1.07,50.63,18.11,219.61,89.75,378.42,76.6,608.36,106.04
3,Hotspot-MOR,13.07,836.03,7819.46,19.69,51.25,0.02,17.8,1.32,2.99,1.03,27.24,8.74,99.42,36.11,157.86,30.17,252.72,41.74
3,Hotspot-MOR,13.08,2257.36,8723.16,48.61,80.74,0.02,5.04,2.83,7.41,2.75,69.08,23.32,247.51,93.2,381.4,75.08,581.94,99.54
3,Hotspot-MOR,13.25,1288.85,8653.65,60.68,109.42,0.02,19.63,2.13,4.59,1.4,37.94,13.86,154.22,53.89,216.6,44.36,335.36,54.81
3,Hotspot-MOR,13.56,956.31,9212.66,35.49,64.69,0.02,8.65,0.66,2.33,0.66,21.12,8.46,102.16,39.23,185.15,38.79,307.42,52.92
3,Hotspot-MOR,13.62,1736.73,9792.11,36.87,53.64,0.02,31.72,2.12,5.34,1.67,46.34,15.65,174.54,66.83,284.88,58.87,469.36,84.55
3,Hotspot-MOR,13.76,2022.11,8524.62,88.56,133.63,0.02,27,2.46,5.49,2.35,55.03,20.05,228,86.51,362.73,71.58,536.35,89.12
3,Hotspot-MOR,13.78,2096.89,8722.68,51.13,93.73,0.02,5.22,2.39,5.72,2.22,60.08,20.89,231.75,88.31,372.73,76.2,596.66,105.63
3,Hotspot-MOR,13.88,1899.44,8196.02,35.18,72.78,0.02,11.75,3.44,7.68,2.37,60.14,20.49,216.8,79.1,312.67,62.34,455.48,78.08
3,Hotspot-MOR,13.89,1728.6,8683.98,143.08,192.85,0.02,19.6,2.06,4.67,1.62,44.51,16.16,186.57,74.36,305.18,60.47,465.78,77.28
3,Hotspot-MOR,14,1461.1,8140.64,33.62,69.92,0.02,7.46,1.68,3.86,1.3,38.72,13.64,156.47,63.77,274.28,54.61,422.06,73.68
3,Hotspot-MOR,14.12,1170.05,8409.26,42.13,77.71,0.02,10.29,1.06,2.89,0.95,27.4,10.93,123.35,50.41,217.39,43.79,349.23,58.81
3,Hotspot-MOR,14.18,1215.49,8315.18,101.85,137.98,0.02,20.23,1.71,4.28,1.46,38.24,13.07,140.31,52.15,213.41,40.96,316.61,51.28
3,Hotspot-MOR,14.29,1996.67,8605.03,45.53,84.1,0.02,4.84,2.33,5.8,2.32,58,20.2,220.3,84.07,358.98,72.02,560.47,99.33
3,Hotspot-MOR,14.37,1191.92,8510.21,40.97,85.91,0.02,8.34,1.15,2.92,1.03,28.39,10.64,123.13,50.66,218.38,45.58,362.35,65.2
3,Hotspot-MOR,14.48,6496.89,7180.04,999.64,1093.05,0.02,217.31,9.74,25.72,2.38,222.33,76.7,792.2,273.1,1082.04,202.96,1465.47,230.3
3,Hotspot-MOR,15.06,2072.36,9727.51,76.25,119.49,0.02,10.56,3.22,6.39,2.52,61.36,21.52,239.4,84.81,365.14,69.27,526.55,85.25
3,Hotspot-MOR,15.37,859.26,9159.08,43.98,92.33,0.02,6.47,0.84,2.45,0.64,21.66,8.71,104.96,37.27,183.4,38.66,330.69,53.08
3,Hotspot-MOR,18.01,2079.78,8815.79,77.89,100.47,0.02,10.15,2.09,5.26,1.54,53.62,19.17,216.6,87.22,380.29,74.24,599.12,109.7
3,Hotspot-MOR,18.02,1277.64,9025.82,31,51.37,0.02,4.62,2.32,5.05,2.57,41.96,14.39,152.11,53.16,223.38,42.31,334.32,56.97
3,Hotspot-MOR,18.21,2494.67,7749.76,279.95,248.85,0.02,21.58,3.46,8.03,2.96,72.41,25.46,280.92,107.53,448.39,85.76,643.45,106.59
3,Hotspot-MOR,18.78,1204.79,8825.24,83.03,122.39,0.02,8.42,1.29,3.48,0.91,31.26,11.04,129.15,50.41,225.75,47.62,374.2,64.92
3,Hotspot-MOR,19,2721.07,6337.03,480.23,348.26,0.02,52.18,5.26,13.2,7.35,125.77,38.24,370.89,121.47,453,76.9,539.06,83.77
3,Hotspot-MOR,19.16,968.07,9525.77,22.99,51.65,0.02,8.02,1.12,2.57,0.91,27.88,9.52,104.04,39.08,165.28,33.52,256.06,43.81
3,Hotspot-MOR,19.92,1980.25,8732.77,47.61,74.26,0.02,9.49,3.82,8.31,3.71,69.19,22.51,229.02,81.99,325.57,62.52,469.93,76.85
3,Hotspot-MOR,20.56,1194.82,8793.73,150.33,156.18,0.02,24.89,1.76,4.05,0.96,34.08,11.35,127.28,48.89,210.38,41.81,320.27,54.53
3,Hotspot-MOR,20.96,1635.29,8476.25,48.86,93.5,0.02,19.69,1.39,3.64,1.25,37.09,14.38,165.39,68.33,302.93,60.82,505.28,86.95
3,Hotspot-MOR,21.71,1307.22,8545.79,143.6,182.95,0.02,25.79,1.95,3.49,0.94,31.99,11.89,132.97,53.44,232.12,47.31,374.31,65.72
3,Hotspot-MOR,23.54,802.98,10278.46,38.01,63.14,0.02,47.77,1.09,2.24,0.7,20.71,7.58,92.53,34.28,154.09,31.08,252.4,39.26
3,Hotspot-MOR,32.67,800.16,10173.94,28.48,42.7,0.02,49.31,0.71,2.22,0.96,23.05,7.7,72.61,34.99,153.73,32.77,259.58,41.77
3,Hotspot-MOR,38.22,921.24,10266.8,22.58,31.58,0.02,37.81,0.74,2.48,1.17,24.92,8.9,90.21,39.06,171.11,34.51,271.73,47.45
3,Hotspot-MOR,41.69,879.41,8875.79,24.73,33.5,0.02,34.83,1.01,3.03,1.52,25.95,8.76,90.16,36.73,154.34,32,241.22,41.94
3,Hotspot-MOR,45.57,839.4,9829.99,25.19,34.44,0.02,40.2,0.7,2.93,1.5,26.12,8.85,96.38,36.69,160.49,32.53,248.34,42.04
3,Hotspot-MOR,3.33,574.76,13226.71,80.36,176.28,0.01,15.06,0.35,1.03,0.39,10.07,3.73,48.12,20.77,101.85,24.91,229.23,48.13
3,Hotspot-MOR,3.35,1151.2,9841.18,242.28,351.01,0.01,22.65,0.88,2.24,0.35,17.65,6.88,80.85,34.94,187.19,48.59,435.87,75.06
3,Hotspot-MOR,4.67,1301.26,12548.03,50.23,120.51,0.01,17.39,0.73,2.66,0.85,29.95,11.75,137.29,55.51,247.26,49.91,389.93,65.76
3,Hotspot-MOR,5.51,626.29,10898.94,37.25,96.32,0.01,10.42,0.31,0.88,0.38,10.06,4.28,53.67,23.56,119.96,27.43,253.47,52.66
3,Hotspot-MOR,5.72,1341.27,11135.62,54.99,127.01,0.01,20.64,1.35,3.77,1.22,35.85,13.39,154.61,60.45,247.5,49.1,378.65,63.2
3,Hotspot-MOR,5.93,1505.01,11010.71,72.07,149.08,0.01,23.74,1.45,4.31,1.28,41.51,15.28,172.96,66.8,282.04,55.2,416.62,69.26
3,Hotspot-MOR,5.98,1685.31,10882.3,92.36,175.82,0.01,29.61,1.55,4.65,1.47,46.17,17,188.9,75.3,309.31,60.7,452.01,74.43
3,Hotspot-MOR,5.99,1095.54,11481.14,75.77,161.37,0.01,14.16,0.8,2.47,0.78,28.3,10.19,116.66,46.54,206.4,42.51,337.88,57.77
3,Hotspot-MOR,6.2,3021.77,10842.71,114.22,201.42,0.01,20.14,2.94,7.91,2.01,75.13,27.44,317.35,128.11,554.15,109.6,822.51,139.72
3,Hotspot-MOR,6.6,1534.5,10825.3,73.42,200.13,0.01,15.24,0.96,3.06,0.92,33.32,12.95,157.63,65.07,298.09,62.37,509.87,94.38
3,Hotspot-MOR,6.66,1260.24,10578.94,35.24,89.62,0.01,17.41,1.4,3.54,1.26,33.46,12.85,145.54,55.92,238.07,46.94,363.92,61.96
3,Hotspot-MOR,6.86,1281.73,10542.45,61.24,141.56,0.01,17.26,1.13,3.41,0.83,32.23,11.88,138.07,55.44,239.04,48.26,379.26,64
3,Hotspot-MOR,6.94,729.43,10113.82,23.57,72.07,0.01,8.86,0.61,1.68,0.62,16.93,6.32,75.24,30.01,138.48,28.25,236.58,42.32
3,Hotspot-MOR,7.15,2426.39,10838.43,77.81,164.44,0.01,41.13,2.31,6.71,1.77,68.18,24.16,271.31,101.03,427.22,79.33,601.65,93.09
3,Hotspot-MOR,7.31,1071.47,8305.22,40.38,100.57,0.01,5.57,0.97,2.87,0.85,26.92,9.54,113.64,45.21,203.59,42.08,355.13,66.81
3,Hotspot-MOR,7.33,687.09,10260.21,27.34,62.31,0.01,8.61,0.48,1.43,0.55,13.35,4.81,57.6,23.77,111.72,24.84,216.26,40.28
3,Hotspot-MOR,7.38,1404.85,10136.83,45.87,107.46,0.01,18.46,1.54,3.85,1.38,39.91,13.79,158.9,62.32,255.44,50.89,397.79,66.86
3,Hotspot-MOR,7.41,2492.2,11283.93,212.3,332.22,0.01,41.96,1.87,6.15,1.21,67.09,24.9,276.22,101.55,419.02,79.49,576.83,89.07
3,Hotspot-MOR,7.48,2688.31,8393.16,104.01,171.28,0.01,33.99,4.69,10.66,3.04,92.75,31.75,341.95,124.74,512.05,96.36,695.12,110.65
3,Hotspot-MOR,7.71,1997.87,10872.08,65.06,122.09,0.01,15.62,3.28,8.51,2.17,74.6,24.94,270.76,99.71,414.77,77.47,566.42,90.1
3,Hotspot-MOR,8.12,2199,9813.45,61.82,110.63,0.01,10.97,2.86,6.8,1.65,62.35,21.82,236.91,93.68,373.39,74.14,557.44,90.19
3,Hotspot-MOR,8.44,1366.38,10629.45,57.93,126.36,0.01,14.64,1.33,3.86,1,36.81,12.53,146.98,57.19,243.77,50.21,393.38,67.01
3,Hotspot-MOR,8.71,953.88,9453.94,24.05,62.4,0.01,11.22,1.03,2.84,0.88,28.48,9.6,108.86,39.15,174.33,33.57,249.19,41.06
3,Hotspot-MOR,8.77,1479.14,7111.09,110.63,146.72,0.01,56.94,2.37,5.03,1.29,49.75,16.78,178.14,66.4,270.6,49.59,364.07,57.48
3,Hotspot-MOR,8.82,2166.22,9522.83,60.06,103.11,0.01,13.4,2.97,6.77,1.68,56.8,20.5,232.83,86.98,372.95,74.39,562.16,97.94
3,Hotspot-MOR,9.04,839.99,7861.3,18.1,59.66,0.01,9.99,0.94,2.74,1.01,24.88,8.49,94.86,36.15,149.02,30.3,232.75,38.77
3,Hotspot-MOR,9.09,1735,9917.43,84.99,137.19,0.01,13.18,2.7,6.58,1.73,55.86,19.8,208.55,74.89,319.36,58.83,445.58,69.95
3,Hotspot-MOR,9.12,13727.05,11234.33,1088.23,1448.22,0.01,316.75,5.28,26.81,4.45,348.53,137.32,1571.65,576.47,2214.86,394.67,2677.16,369.48
3,Hotspot-MOR,9.25,1048.03,7885.48,29.09,106.44,0.01,12.77,1.31,3.33,1.3,31.19,11.2,122.38,43.96,193.87,38.19,293.85,49.16
3,Hotspot-MOR,9.25,773.68,12347.08,20.55,59.24,0.01,8.28,0.51,1.81,0.51,18.32,6.72,79.1,31.32,132.16,26.63,200.06,34.71
3,Hotspot-MOR,9.59,2161.32,8656.88,48.94,88.8,0.01,10.89,3.81,9.37,3.15,75.65,24.22,259.16,93.83,379.44,72.52,536.29,87.43
3,Hotspot-MOR,9.79,1423.09,8878.92,70.79,130.38,0.01,20.72,1.5,3.9,1.21,37.33,13.79,155.33,60.44,254.69,50.01,380.17,62.26
3,Hotspot-MOR,9.99,766.88,10058.48,22.35,53.26,0.01,7.55,0.54,1.42,0.47,15.21,6.2,75.29,32.16,149.95,30.86,262.95,45.94
3,Hotspot-MOR,10.05,1228.04,8860.99,44.1,86.27,0.01,15.79,1.43,3.36,1.25,30.84,11.19,131.32,51.71,215.47,42.73,328.35,55.15
3,Hotspot-MOR,10.4,1681.74,7899.34,125.39,177.86,0.01,33.61,2.69,6.78,2.32,56.49,19.89,207.82,73.92,291.91,53.28,389.92,58.12
3,Hotspot-MOR,10.46,872.6,9176.33,25.31,61.16,0.01,8.06,0.86,2.26,0.82,20.63,8.22,94.11,36.54,166.2,32.64,265.24,46.23
3,Hotspot-MOR,10.59,1306.49,9140.47,46.5,93.16,0.01,15.36,1.12,2.93,0.85,30.51,11.19,135.18,53.85,242.12,48.64,390.5,67.13
3,Hotspot-MOR,10.64,1292.23,8878.76,57.84,103.65,0.01,15.71,1.37,3.46,1.31,32.83,11.93,139.8,54.49,233.11,45.64,355.11,60.21
3,Hotspot-MOR,10.7,676.35,9637.64,14.55,39.55,0.01,4.75,0.4,1.47,0.46,13.88,5.56,69.47,27.18,128.85,27.45,233,42.44
3,Hotspot-MOR,10.76,1268.3,7832.82,47.97,95.45,0.01,21.19,2,4.72,1.8,41.11,14.18,149.14,54.32,218.24,40.53,296.59,46.82
3,Hotspot-MOR,11.42,1349.71,10347.09,44.33,76.93,0.01,8.44,1.58,4.99,1.75,36.02,12.66,139.25,52.25,211.44,41.93,321.19,53.71
3,Hotspot-MOR,11.83,2327.22,8443.11,130.04,171.64,0.01,37.29,2.59,6.73,2.56,64.68,23.62,264.01,99,414.94,78.36,576.78,93.87
3,Hotspot-MOR,12.05,955.19,9218.8,24.81,74.03,0.01,6.62,0.82,2.52,0.62,22.29,8.78,101.41,41.17,187.8,38.51,313.57,57.26
3,Hotspot-MOR,12.06,1093.66,9889.58,70.48,99.54,0.01,14.71,0.51,1.86,0.38,24.2,8.5,105.7,44.81,193.63,40.76,330.13,58.27
3,Hotspot-MOR,12.18,682.7,9681.65,12.89,34.4,0.01,5.49,0.62,1.77,0.65,17.72,6.35,73.08,29.34,126.62,25.71,203.43,36.72
3,Hotspot-MOR,12.22,1521.99,10105.89,88.85,145.24,0.01,16.08,1.55,4.56,1.49,48.46,16.1,171.4,63.5,259.99,48.81,359.75,56.68
3,Hotspot-MOR,12.36,955.32,8578.62,42.24,90.49,0.01,5.45,0.68,2,0.84,22.16,8.74,102.44,41.73,193.47,41.02,349.7,62.79
3,Hotspot-MOR,12.5,828.44,9438.23,18.43,46.23,0.01,5.17,0.47,1.65,0.45,17.46,6.44,80.76,34.51,155.04,32.97,272.89,50.54
3,Hotspot-MOR,12.6,1283.46,8475.36,33.7,77.41,0.01,9.18,1.33,4.02,1.36,35.5,13.44,145.96,54.44,222.86,42.68,321.97,52.81
3,Hotspot-MOR,12.72,1761.21,9622.48,28.59,54.52,0.01,5.48,2.18,4.76,1.33,45.82,15.43,174.78,70.03,293.92,57.07,460.08,80.79
3,Hotspot-MOR,13.26,1029.6,9477.44,27.51,60.74,0.01,6.62,0.77,2.11,0.58,22.6,8.42,102.05,41.39,191,40.14,336.34,61.86
3,Hotspot-MOR,13.52,609.69,9794.23,16.42,44.23,0.01,4.99,0.38,1.27,0.42,14.24,5.37,61.28,24.83,111.39,23.01,192.1,34.15
3,Hotspot-MOR,13.58,1681.4,9107.25,76.26,113.56,0.01,26.55,2.02,5.15,1.51,48.11,16.68,187.77,70.15,293.83,57.35,436.77,72
3,Hotspot-MOR,13.6,1000.45,9584.08,23.93,51.54,0.01,6.38,0.69,1.99,0.59,21.72,8.04,98.16,40.35,184.43,38.35,319.23,58.32
3,Hotspot-MOR,13.78,929.19,8823.92,45.5,96.18,0.01,11.77,1.42,2.83,0.82,23.33,8.61,97.03,37.49,166.89,33.77,274.47,48.24
3,Hotspot-MOR,13.81,976.63,9027.73,47.48,103.96,0.01,5.95,0.81,2.3,0.83,23.36,8.23,98.2,41.15,178.9,38.11,307.39,54.77
3,Hotspot-MOR,13.99,972.98,8867.3,35.79,83.57,0.01,5.24,0.88,2.08,0.8,21.59,7.96,96.31,39.22,176.75,37.45,304.25,55.35
3,Hotspot-MOR,14.05,1069.03,8802.9,52.92,98.61,0.01,6.73,0.87,2.46,0.93,25.88,9.28,113.07,45.82,207.3,42.56,353.49,63.84
3,Hotspot-MOR,14.11,1572.21,10001.54,41.42,72.22,0.01,8.89,2.23,5.2,2.14,46.1,15.34,161.59,61.24,242.91,47.67,355.1,56.8
3,Hotspot-MOR,14.5,1526.76,8862.59,52.09,131.27,0.01,23.92,1.14,2.84,1.05,27.52,10.88,133.62,57.95,280.01,63,547.02,109.19
3,Hotspot-MOR,14.65,1051.56,8908.15,32.48,68.37,0.01,5.28,0.91,2.35,0.92,23.02,8.55,101.87,40.87,184.25,38.3,305.29,55.18
3,Hotspot-MOR,14.65,1141.13,8993.98,65.74,126.49,0.01,6.72,0.94,2.59,0.92,25.19,9.45,111.92,45.24,209.23,43.91,354.5,63.34
3,Hotspot-MOR,14.71,827.14,7819.19,19.48,66.35,0.01,10.62,1.35,2.92,1.34,26.14,8.62,94.6,33.99,144.96,28.99,237.43,39.5
3,Hotspot-MOR,14.74,945.43,9107.45,27.65,55.15,0.01,12.04,1.05,2.7,1.18,26.47,9.43,101.2,40.48,171.92,33.83,255.6,44.49
3,Hotspot-MOR,15.69,1051.7,10048.65,20.24,45.84,0.01,22.09,0.7,2.25,0.72,21.73,8.12,98.07,40.63,188.85,41.23,355.23,67.85
3,Hotspot-MOR,15.84,1185.78,9276.72,78.48,123.58,0.01,9.74,1.17,3.02,0.91,29.56,11.1,126.49,50.56,225.07,47.32,368.3,64.62
3,Hotspot-MOR,15.93,1592.82,8458.28,28.88,52.44,0.01,3.52,2.22,5.01,1.96,47.33,15.68,175.08,65.48,273.39,53.7,425.43,74.09
3,Hotspot-MOR,16.02,1134.02,9111.91,38.88,76.65,0.01,7.45,0.96,2.46,0.85,26.37,9.84,113.49,45.55,211.88,45.42,360.34,66.2
3,Hotspot-MOR,16.32,1219.47,8664.91,23.4,67.3,0.01,4.97,0.83,2.26,0.85,23.45,8.92,112.06,48.27,228.14,49.61,412.42,75.36
3,Hotspot-MOR,16.59,1118.6,9393.47,32.57,99.93,0.01,8.88,0.9,2.53,1.07,24.02,8.86,105.24,45.22,207.79,44.28,357.69,65.53
3,Hotspot-MOR,16.99,2265.85,8894.94,111.16,211.36,0.01,12.52,1.48,4.23,1.5,47.21,18.62,222.54,91.11,422.84,86.36,686.98,124.03
3,Hotspot-MOR,17.11,1112.46,8928.4,48.56,92.08,0.01,7.57,0.99,2.8,0.84,26.46,10.28,115.87,45.59,205.33,41.69,351.75,60.51
3,Hotspot-MOR,17.16,718,8912.51,13.01,32.41,0.01,5.38,0.68,2.11,0.81,19.61,6.87,78.86,30.22,130.87,26.76,213.28,37.76
3,Hotspot-MOR,18.49,1779.42,8667.57,43.32,79.72,0.01,17.97,2.73,6.26,1.79,55.21,18.34,201.47,76.89,312.42,60.95,458.41,76.52
3,Hotspot-MOR,19.01,1286.15,8185.02,44.12,86.34,0.01,4.6,1.51,3.75,1.33,33.95,12.44,141.3,53.26,251.64,52.73,422.3,77.3
3,Hotspot-MOR,21.11,719.12,8482.25,23.7,48.88,0.01,8.06,1.1,2.71,0.98,21.87,7.91,82.97,30.28,125.9,24.98,195.37,33.11
3,Hotspot-MOR,21.91,1795.33,8793.78,54.51,109.24,0.01,8.96,1.92,4.28,1.39,40.95,15.5,184.8,74.54,334.69,71.23,588.37,103.94
3,Hotspot-MOR,22.2,1952.51,7947.9,46.09,84.03,0.01,6.28,1.73,4.74,2,46.67,16.44,189.25,76.63,337.94,69.03,549.07,97.49
3,Hotspot-MOR,22.72,1268.1,7982.84,31.82,72.59,0.01,4.76,1.16,3.18,1.3,29.22,10.44,125.54,50.6,233.31,49.87,399.54,74.46
3,Hotspot-MOR,24.08,628.56,7867.81,13.1,43.09,0.01,2.43,0.64,1.8,0.8,16.63,6.22,67.88,25.52,112.69,24.18,198.38,37.01
3,Hotspot-MOR,24.45,815.27,9717.09,14.13,28.88,0.01,7.51,0.82,2,0.82,21.36,7.41,85.51,32.87,144.9,30.93,244.57,44.22
3,Hotspot-MOR,28.04,1060.43,8271.27,9.28,19.56,0.01,2.47,2.03,4.39,2.83,41.64,12.28,124.87,44.99,178.71,33.57,255.71,41.69
3,Hotspot-MOR,36.83,964.84,9750.43,21.71,27.26,0.01,29.87,0.76,2.98,1.43,29.75,9.69,104.53,39.27,176.47,35.22,262.73,44.07
3,Hotspot-MOR,37.51,613.14,9661.05,19.14,25.37,0.01,35.19,0.7,1.64,0.81,14.75,5.59,67.25,24.8,109.36,22.43,178.76,31.46
3,Hotspot-MOR,38.99,655.7,7114.21,12.09,33.69,0.01,1.99,0.87,2.25,1.33,18.68,6.42,69.68,26.93,115.34,23.24,188.34,34.87
3,Hotspot-MOR,41.57,798,6980.58,13.31,35.43,0.01,2.1,0.99,2.28,1.09,19.16,6.77,74.8,30.81,134.87,27.67,220.98,41.79
3,Hotspot-MOR,43.37,1531.9,8413.75,62.6,56.83,0.01,39.4,2.05,4.9,2.35,40.29,14.12,158.94,60.6,265.05,55.22,435.89,75.49
4,Mid-Ocean Ridge,13.5,1930,13233.52,51,104,0.7,19.4,1.1,2.2,0.8,25,10,146,71,326,76,659,126
4,Mid-Ocean Ridge,38.6,2257,11548.96,10,17,0.59,19.3,2.3,4,1.4,43,18,232,96,440,92,726,134
4,Mid-Ocean Ridge,7.8,20497,10006.06,411,377,0.47,367.8,23.3,47,12.1,342,127,1499,783,3014,694,6299,1046
4,Mid-Ocean Ridge,10.4,3289,15297.93,39,69,0.28,28.5,1.5,5,0.9,60,25.38,338,136,644,153,1122,191
4,Mid-Ocean Ridge,16.9,19897,8494.35,1945,1883,0.21,1271,22.3,67.2,19.5,631,223,2450,1012,4028,742,5359,811
4,Mid-Ocean Ridge,24.2,2299,11233.33,20,32,0.21,11.3,2,5.3,2.1,50,18,234,92,419,98,769,141
4,Mid-Ocean Ridge,8.9,30689,12903.92,2101,2452,0.18,160.2,12.1,45.3,1.5,544,211,2530,1043,4463,903,6887,1022
