label,Category,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
1,Continental hotspot,6.8,1632,11279,227,331,0.107,42,1.78,3.98,0.46,42,13,166,65,297,62,495,86
1,Continental hotspot,4.2,1921,10401,171,277,0.104,25,2.54,6.53,0.408,56,20,219,79,329,66,489,81
1,Continental hotspot,4.2,1921,10401,171,277,0.104,25,2.54,6.53,0.408,56,20,219,79,329,66,489,81
1,Continental hotspot,4.5,1720,9814,161,248,0.102,23,2.51,6.49,0.386,53,20,214,75,317,63,475,80
1,Continental hotspot,4.5,1720,9814,161,248,0.102,23,2.51,6.49,0.386,53,20,214,75,317,63,475,80
1,Continental hotspot,4.5,2140,11980,180,303,0.098,27,2.35,8.04,0.375,58,22,240,94,351,75,534,90
1,Continental hotspot,5.6,2268,11405,201,348,0.091,28,2.79,8.38,0.429,68,25,265,95,399,79,587,99
1,Continental hotspot,6.5,2276,11641,432,654,0.088,67,1.69,4.56,0.415,46,18,228,89,396,81,670,115
1,Continental hotspot,5,1772,10583,136,226,0.085,23,2.89,6.64,0.396,53,19,200,71,307,60,462,77
1,Continental hotspot,4.3,6915,8916,1001,1309,0.083,78,7.42,17.89,0.507,180,67,770,279,1206,227,1672,261
1,Continental hotspot,4.7,1725,9722,128,207,0.083,24,3.92,8.15,0.664,60,21,222,77,316,62,458,76
1,Continental hotspot,4.1,1664,10791,153,276,0.082,23,1.45,4.47,0.292,44,17,195,70,313,62,484,80
1,Continental hotspot,11.7,2095,7501,89,129,0.081,9,4.74,10.82,2.581,86,25,270,90,376,72,526,85
1,Continental hotspot,4.1,2114,11079,180,327,0.074,26,2.79,7.56,0.338,62,21,237,88,366,71,554,89
1,Continental hotspot,5.3,2706,9791,447,627,0.07,54.4,3,8.2,0.42,71,21,241,110,382,77,577,98
1,Continental hotspot,6,2717,11174,309,465,0.064,33,4.13,9.96,0.625,72,27,299,113,473,95,708,119
1,Continental hotspot,5.4,2496,11052,338,434,0.063,42,3.56,8.73,0.953,66,24,267,105,442,88,674,113
1,Continental hotspot,6.9,1672,10440,286,414,0.061,53,1.48,4.22,0.466,38,14,173,67,301,63,501,84
1,Continental hotspot,4.1,1591,10146,162,277,0.061,23,2.37,5.77,0.37,49,19,207,70,311,63,491,82
1,Continental hotspot,4.1,1591,10146,162,277,0.061,23,2.37,5.77,0.37,49,19,207,70,311,63,491,82
1,Continental hotspot,3.4,1987,10823,161,283,0.06,26,1.77,5.54,0.261,56,19,223,81,334,65,497,83
1,Continental hotspot,4,1789,10049,169,279,0.06,22,2.67,6.7,0.377,54,20,222,76,328,65,500,82
1,Continental hotspot,4,1584,10766,195,306,0.06,25,1.94,5.4,0.44,50,18,207,76,329,66,511,86
1,Continental hotspot,1.4,1082,17474,417,951,0.057,34,0.27,1.16,0.025,14,7,108,45,230,56,494,77
1,Continental hotspot,4.5,1142,10258,86,176,0.057,20,1.15,3.13,0.186,27,10,122,48,211,42,316,55
1,Continental hotspot,4.3,1909,11711,195,318,0.054,26,2.34,6.66,0.421,59,21,236,86,363,72,550,91
1,Continental hotspot,4,1729,10167,150,261,0.052,23,2.41,5.55,0.352,50,18,207,71,314,64,494,83
1,Continental hotspot,3.7,1232,10882,128,248,0.051,20,1.01,2.8,0.175,30,12,143,53,242,48,387,65
1,Continental hotspot,6.2,2150,11200,190,350,0.051,26,2.91,7.3,0.363,59,22,244,88,383,72,567,90
1,Continental hotspot,3.7,2019,10856,204,355,0.05,24,2.85,7.28,0.366,63,23,247,88,383,74,556,90
1,Continental hotspot,3.9,1883,9132,178,279,0.05,24,1.99,5.51,0.402,53,17,188,70,279,56,404,69
1,Continental hotspot,5.3,1086,12730,170,309,0.05,29.4,1.1,3.3,0.26,26,10,118,45,211,45,364,63
1,Continental hotspot,3.9,1526,10755,236,417,0.049,30,1.38,3.93,0.234,37,13,155,62,266,55,437,71
1,Continental hotspot,4.6,738,11586,71,180,0.048,18,0.51,1.78,0.109,16,7,76,31,146,30,226,39
1,Continental hotspot,4.6,2534,10688,227,322,0.048,33,3.68,8.65,0.528,74,25,266,98,386,75,570,93
1,Continental hotspot,6.2,1944,10529,342,529,0.045,38,1.98,5.52,0.296,46,18,204,79,350,70,550,90
1,Continental hotspot,6.4,1976,10843,254,358,0.045,37,2.46,5.58,0.549,49,16,187,74,319,64,512,92
1,Continental hotspot,4.5,2023,10220,187,314,0.045,26,2.16,7.95,0.355,64,21,237,87,366,70,502,84
1,Continental hotspot,6.2,2346,11652,311,390,0.044,37,2.93,8.38,0.652,65,22,256,98,414,85,635,114
1,Continental hotspot,4.9,2506,10629,149,277,0.044,29,3.36,8.28,0.42,62,19,204,88,314,60,406,75
1,Continental hotspot,4,1989,10511,167,250,0.043,26,2.6,6.93,0.448,56,19,203,79,315,60,465,78
1,Continental hotspot,2.9,2051,11113,171,292,0.043,24,2.36,6.97,0.386,55,21,231,83,350,69,520,85
1,Continental hotspot,6.6,3437,10469,484,715,0.042,56,5.38,11.79,0.502,90,32,366,142,597,117,881,146
1,Continental hotspot,3.7,2114,10987,180,316,0.042,23,2.61,8.04,0.39,55,21,246,93,385,75,562,91
1,Continental hotspot,3.4,2347,10871,220,375,0.041,25,2.63,7.33,0.339,62,24,262,95,402,80,599,97
1,Continental hotspot,5.8,1148,10818,155,283,0.041,27,1.08,3.03,0.219,30,11,120,47,204,42,333,58
1,Continental hotspot,5.8,1984,11779,374,544,0.041,59,1.56,4.53,0.472,46,16,192,78,335,73,577,97
1,Continental hotspot,4.7,1458,10559,170,273,0.04,25,1.23,4.25,0.284,45,15,177,65,271,54,417,72
1,Continental hotspot,7,3787,10857,580,727,0.04,67,4.5,10.86,1.01,94,31,379,154,672,134,1025,165
1,Continental hotspot,7.1,2344,10799,557,613,0.039,66,2.23,6.22,0.583,58,19,228,92,382,79,626,105
1,Continental hotspot,3.9,1685,10571,127,243,0.039,24,1.14,5.44,0.231,41,15,169,65,261,54,404,61
1,Continental hotspot,3.7,1998,11031,199,356,0.037,23,2.83,7.27,0.335,61,23,253,87,380,75,572,94
1,Continental hotspot,5.3,1037,11437,122,214,0.037,20,0.8,2.66,0.203,28,11,126,48,210,41,341,59
1,Continental hotspot,7.6,1521,10899,286,374,0.037,50,1.32,3.65,0.578,36,13,156,62,274,57,460,79
1,Continental hotspot,5.2,2381,11091,305,386,0.035,43,2.8,6.74,0.947,64,22,244,91,388,77,628,102
1,Continental hotspot,3.4,2071,10279,197,348,0.035,24,3.49,7.89,0.408,62,22,247,88,377,73,569,93
1,Continental hotspot,5.2,2671,10338,293,462,0.035,32,3.28,8.76,0.463,67,25,282,108,450,88,649,109
1,Continental hotspot,4.9,2149,10645,178,285,0.035,23,2.47,8.18,0.387,62,21,238,86,362,70,524,83
1,Continental hotspot,3.9,2140,11215,215,382,0.034,25,3.3,7.76,0.424,64,23,264,92,390,77,590,97
1,Continental hotspot,4.2,1166,10201,196,320,0.034,20,1.47,3.98,0.249,41,16,181,63,295,60,458,79
1,Continental hotspot,5.8,1258,11875,189,318,0.034,35,0.87,2.91,0.33,29,11,125,50,219,48,387,66
1,Continental hotspot,5.6,1039,10997,115,210,0.034,24,1,2.7,0.291,27,10,110,43,187,39,325,55
1,Continental hotspot,4.5,1477,9855,141,241,0.033,22,1.01,3.54,0.27,38,15,167,62,266,54,408,68
1,Continental hotspot,4.5,2142,10442,222,330,0.033,26,2.52,8.67,0.44,63,22,242,88,376,73,525,87
1,Continental hotspot,7.8,1751,11936,316,421,0.031,56,1.49,4.2,0.588,41,15,179,70,318,66,514,88
1,Continental hotspot,3.5,1682,11721,154,244,0.03,23,1.23,4.53,0.361,48,17,194,70,308,59,452,78
1,Continental hotspot,4.4,2006,10135,190,278,0.029,26,2.62,6.58,0.488,63,20,226,82,336,66,488,81
1,Continental hotspot,6.1,2310,9872,188,311,0.029,175,2.69,7.48,0.372,60,21,224,86,336,67,493,80
1,Continental hotspot,7.2,1307,10649,166,268,0.029,33,1.41,3.76,0.421,32,11,132,53,223,47,374,66
1,Continental hotspot,4.5,2445,13448,234,393,0.029,27,3.07,10.09,0.419,73,26,297,111,448,90,641,109
1,Continental hotspot,4.9,2051,11802,198,319,0.028,27,2.93,9.34,0.488,68,22,245,93,376,74,556,94
1,Continental hotspot,2.8,4085,13588,946,2143,0.028,36,1.61,6.14,0.209,74,35,457,187,894,183,1436,227
1,Continental hotspot,3.7,1806,9652,165,220,0.028,27,1.99,5.75,0.357,51,16,178,71,278,55,406,70
1,Continental hotspot,5.4,2019,12198,205,355,0.028,27,1.84,6.27,0.299,53,21,251,91,379,75,578,95
1,Continental hotspot,5.7,3394,10489,489,676,0.027,42,3.89,8.78,0.496,82,32,369,137,603,117,907,143
1,Continental hotspot,4.5,2216,10826,178,310,0.027,26,2.78,6.76,0.452,56,22,231,92,353,66,479,82
1,Continental hotspot,3.6,1634,10195,148,226,0.027,24,1.26,5.09,0.314,43,16,170,69,286,56,424,70
1,Continental hotspot,4.9,1889,10237,156,264,0.027,23,1.7,6.03,0.249,47,19,197,77,303,63,474,75
1,Continental hotspot,6.1,2134,11201,302,443,0.026,47,1.92,5.34,0.446,53,17,213,83,359,74,587,102
1,Continental hotspot,3.7,1917,13240,236,420,0.026,38,2.42,6.16,0.473,51,19,220,84,360,74,552,97
1,Continental hotspot,5.5,1354,11085,154,304,0.026,31,1.21,3.52,0.215,33,12,140,55,232,47,367,63
1,Continental hotspot,4.2,1645,10503,141,231,0.025,24,1.44,4.33,0.384,43,15,173,66,273,54,394,68
1,Continental hotspot,4.8,1866,9895,170,246,0.025,36,2.98,6.9,0.458,51,19,213,73,317,64,482,82
1,Continental hotspot,5,1422,9203,105,158,0.024,17,1.82,5.25,0.678,52,16,179,64,261,51,386,64
1,Continental hotspot,4.1,1699,10946,170,276,0.023,23,1.86,5.58,0.4,50,18,209,74,326,64,501,84
1,Continental hotspot,6.8,1005,12405,132,252,0.023,27,0.61,2.26,0.206,23,9,102,41,184,38,309,55
1,Continental hotspot,7.7,1426,12356,239,360,0.023,45,1.34,4,0.552,34,13,150,62,260,56,438,76
1,Continental hotspot,6.4,1320,9337,159,268,0.022,39,1,2.96,0.357,30,11,132,51,179,37,298,53
1,Continental hotspot,6.4,3154,12838,451,610,0.021,47,3.2,6.41,0.75,72,29,326,128,562,115,910,148
1,Continental hotspot,3.5,2253,9436,174,310,0.021,27,3.15,8.33,0.409,67,23,259,94,374,75,553,92
1,Continental hotspot,4.6,1802,12102,151,244,0.021,26,1.31,4.65,0.35,50,18,207,79,331,65,483,82
1,Continental hotspot,6.4,979,9515,117,216,0.021,25,0.97,2.9,0.303,25,9,102,40,168,34,266,46
1,Continental hotspot,4.4,1466,11451,112,231,0.021,23,0.77,2.79,0.193,31,13,153,59,268,51,393,67
1,Continental hotspot,6.5,2340,10454,571,770,0.02,65,1.82,6.25,0.357,48,19,229,97,424,83,677,112
1,Continental hotspot,4.4,1866,10799,165,282,0.02,25,2.06,6.12,0.311,56,20,226,82,347,68,509,84
1,Continental hotspot,7.9,1605,11070,243,369,0.02,48,1.47,4.78,0.587,36,13,166,63,286,57,483,79
1,Continental hotspot,3.9,1535,9224,116,183,0.02,23,0.87,2.6,0.251,32,12,136,51,217,44,339,59
1,Continental hotspot,4.6,2277,10994,273,420,0.02,29.4,2.8,7.5,0.47,66,23,254,98,402,81,604,101
1,Continental hotspot,5.2,894,10470,103,200,0.02,22,0.66,2.23,0.187,23,8,90,35,163,34,265,45
1,Continental hotspot,5.4,1556,10969,176,305,0.02,25,1.67,4.91,0.348,44,15,177,66,293,57,449,75
1,Continental hotspot,6.1,1336,12435,180,326,0.02,34.6,1.1,3.8,0.28,34,11,132,57,220,46,365,63
1,Continental hotspot,6.3,1127,10942,175,289,0.02,32,0.87,2.61,0.239,28,10,123,47,206,40,322,57
1,Continental hotspot,3.8,4162,10505,962,1239,0.019,60,3.89,12.04,0.425,91,36,437,164,732,146,1122,181
1,Continental hotspot,3.9,2018,9741,188,319,0.019,29,1.82,6.22,0.294,55,20,220,82,331,64,476,78
1,Continental hotspot,7.3,1352,8852,169,252,0.019,43,1.01,3.26,0.461,30,11,135,55,175,38,297,53
1,Continental hotspot,7.7,722,8272,22,45,0.019,7,1.03,2.46,0.401,21,6,71,27,106,21,164,30
1,Continental hotspot,6.6,2212,11167,502,649,0.019,46,2.42,5.53,0.398,50,20,228,88,357,76,604,103
1,Continental hotspot,7.3,4738,12611,1023,1310,0.019,89,3.89,11.76,0.673,103,41,497,192,806,167,1318,208
1,Continental hotspot,6.6,2852,10966,555,583,0.018,62,3.6,7.46,1.107,86,26,297,117,510,104,785,133
1,Continental hotspot,5.6,1703,9628,191,304,0.018,24,2.66,6.72,0.458,54,19,214,75,329,66,507,86
1,Continental hotspot,5.6,1703,9628,191,304,0.018,24,2.66,6.72,0.458,54,19,214,75,329,66,507,86
1,Continental hotspot,5.7,1669,8880,103,149,0.018,17,3.02,7.75,0.813,60,20,205,69,288,55,416,68
1,Continental hotspot,5.7,1669,8880,103,149,0.018,17,3.02,7.75,0.813,60,20,205,69,288,55,416,68
1,Continental hotspot,4.2,1717,10180,157,236,0.017,25,1.67,5.44,0.443,51,17,198,76,301,58,438,73
1,Continental hotspot,4.4,2356,10246,217,369,0.017,25,2.99,7.77,0.42,65,24,272,98,423,83,658,110
1,Continental hotspot,4.5,1913,9249,151,244,0.017,27,2.38,6.39,0.423,55,20,214,79,252,50,382,64
1,Continental hotspot,4.9,700,10919,68,161,0.017,17,0.38,1.51,0.141,14,6,74,28,127,27,212,36
1,Continental hotspot,4.3,2076,9909,193,312,0.017,24,3.26,8.72,0.488,67,21,231,87,360,69,499,87
1,Continental hotspot,6.7,2326,12230,474,539,0.016,64,2.16,6.7,0.905,52,21,243,96,418,85,674,116
1,Continental hotspot,5.2,1742,11042,219,374,0.016,32,1.18,3.91,0.294,40,15,181,73,326,67,536,90
1,Continental hotspot,5.8,800,10570,81,180,0.016,20,0.53,1.77,0.138,18,7,79,32,142,30,246,42
1,Continental hotspot,7.3,1205,10872,165,272,0.016,34,1.34,3.44,0.369,31,11,125,50,211,43,354,63
1,Continental hotspot,4,2372,11269,220,383,0.016,26,3.08,9,0.416,74,25,267,103,424,82,606,103
1,Continental hotspot,3.2,2043,12616,209,311,0.015,221,1.61,5.02,0.286,57,20,234,84,367,73,557,93
1,Continental hotspot,3.2,2043,12616,209,311,0.015,221,1.61,5.02,0.286,57,20,234,84,367,73,557,93
1,Continental hotspot,3.6,1644,10054,130,207,0.015,23,1.55,4.91,0.305,40,15,161,61,251,50,376,64
1,Continental hotspot,4,1497,10658,72,100,0.015,23,1.1,3.98,0.273,39,11,156,63,257,50,387,67
1,Continental hotspot,5.4,2321,13749,205,320,0.015,32,2.8,8.78,0.597,78,26,273,104,412,81,598,102
1,Continental hotspot,4.2,2072,10138,198,275,0.015,25,2.45,7.46,0.442,60,21,223,82,342,71,535,86
1,Continental hotspot,6.2,1551,10615,222,333,0.014,50,1.37,4.18,0.445,35,12,149,61,272,59,462,80
1,Continental hotspot,3.5,1936,10303,179,313,0.014,23,2.37,7.06,0.348,58,21,234,80,347,70,519,85
1,Continental hotspot,3.5,1936,10303,179,313,0.014,23,2.37,7.06,0.348,58,21,234,80,347,70,519,85
1,Continental hotspot,3.5,1950,10572,165,290,0.014,23,2.11,7.24,0.3,56,20,229,86,335,69,491,83
1,Continental hotspot,8,1352,11579,224,326,0.014,47,1.12,3.52,0.448,35,12,141,56,252,51,433,74
1,Continental hotspot,4.2,2107,12746,183,307,0.013,29,1.52,5.66,0.409,60,22,242,92,379,71,550,91
1,Continental hotspot,4.9,2089,10651,262,342,0.013,39,1.78,6.24,0.641,56,20,222,82,363,72,568,93
1,Continental hotspot,5.5,927,11504,105,195,0.013,25,0.68,2.07,0.203,17,7,88,36,154,33,266,47
1,Continental hotspot,6.1,1674,11221,211,359,0.013,34,1.48,4.07,0.355,39,14,162,65,279,60,478,84
1,Continental hotspot,7.2,1371,11502,210,371,0.013,29,1.34,3.86,0.282,32,12,143,54,241,50,389,67
1,Continental hotspot,6.2,2027,9660,137,202,0.013,21,4.92,9.89,0.872,80,23,246,88,339,66,496,80
1,Continental hotspot,3.9,2165,11709,175,319,0.012,22,2.82,8.54,0.421,57,24,253,95,373,77,571,89
1,Continental hotspot,4.7,1797,10685,178,279,0.012,22,2.59,6.45,0.424,56,21,229,77,341,68,524,87
1,Continental hotspot,5.6,1808,11457,390,600,0.012,51,1.27,3.38,0.275,42,15,178,73,322,69,551,92
1,Continental hotspot,5.6,1047,9677,65,120,0.012,15,1.21,3.5,0.371,32,10,116,44,185,37,280,48
1,Continental hotspot,3.5,1601,10904,156,256,0.011,25,1.47,5.06,0.298,49,16,192,71,312,59,461,75
1,Continental hotspot,7.9,8945,9362,4707,4098,0.011,218,8.7,29.79,0.581,220,91,1004,371,1519,291,2305,353
1,Continental hotspot,4.4,5172,10411,597,887,0.011,51,5.28,17.78,0.597,146,52,605,217,950,183,1330,216
1,Continental hotspot,7.1,1962,10749,331,439,0.011,54,2.51,5.94,0.665,56,19,219,85,373,75,595,102
1,Continental hotspot,4.9,1072,10385,113,248,0.011,23,0.92,2.99,0.159,28,9,103,43,174,37,286,48
1,Continental hotspot,5.2,1562,11890,141,248,0.011,23,1.28,4.63,0.308,41,16,191,70,287,59,448,77
1,Continental hotspot,6.5,2184,10545,262,316,0.011,45,1.84,7.57,0.801,58,21,235,88,364,75,582,96
1,Continental hotspot,13.3,2135,8164,141,195,0.011,17,4.02,10.3,1.253,66,24,252,90,366,71,515,86
1,Continental hotspot,5.6,1475,10749,201,324,0.01,34,1.44,3.71,0.31,35,12,153,61,265,54,426,74
1,Continental hotspot,6.5,2681,12070,675,947,0.01,73,1.81,4.59,0.358,53,22,271,108,476,96,814,134
1,Continental hotspot,4.1,2394,10870,334,508,0.01,32.8,2.9,6.7,0.41,65,23,257,99,424,84,645,107
1,Continental hotspot,4.3,1749,12184,178,273,0.01,25,1.33,4.72,0.331,51,18,201,75,321,62,483,83
1,Continental hotspot,4.4,2575,11300,320,482,0.01,27.5,3.3,8,0.48,75,25,290,107,467,90,699,115
1,Continental hotspot,4.4,1805,11038,210,276,0.01,25.4,1.3,4.7,0.37,49,17,194,74,314,61,479,81
1,Continental hotspot,4.7,887,11367,103,202,0.01,22.2,0.6,2.4,0.21,24,8,92,37,161,32,254,45
1,Continental hotspot,5.3,1126,10492,153,282,0.01,26,0.88,2.65,0.193,26,10,116,45,194,41,326,56
1,Continental hotspot,5.3,3063,10625,431,585,0.01,37.2,3.8,9.1,0.65,86,29,337,128,537,107,798,135
1,Continental hotspot,6.3,1370,12613,192,364,0.01,28,1.3,3.68,0.235,33,12,142,57,244,50,410,70
1,Continental hotspot,6.6,4645,10495,970,1174,0.01,93,4.76,13.54,0.907,114,40,482,187,805,159,1220,198
1,Continental hotspot,3.6,1548,10525,168,276,0.01,21,1.81,6.04,0.362,52,18,210,76,329,61,482,80
1,Continental hotspot,5.8,1005,11358,125,248,0.009,23,0.95,2.9,0.15,23,9,105,41,170,37,291,50
1,Continental hotspot,3.6,2144,10580,198,341,0.009,24,2.61,7.2,0.375,58,22,242,83,371,75,551,91
1,Continental hotspot,4.1,1692,10186,169,263,0.009,24,1.98,5.73,0.43,52,19,211,73,317,62,479,79
1,Continental hotspot,4.3,1747,9984,187,310,0.009,22,2.59,6.55,0.351,52,19,210,74,321,65,501,84
1,Continental hotspot,4.7,1536,10490,219,383,0.009,28,1.6,4.57,0.369,37,14,162,65,281,58,442,76
1,Continental hotspot,4.5,2072,11619,182,308,0.009,24,2.61,7.76,0.381,57,22,243,89,374,71,549,91
1,Continental hotspot,5.1,1974,11481,182,280,0.008,27,1.55,5.23,0.467,57,19,206,82,350,69,527,88
1,Continental hotspot,3.8,1544,10221,160,269,0.008,22,1.14,4.54,0.315,44,17,193,69,298,59,454,77
1,Continental hotspot,4.1,1106,8941,108,226,0.008,22,0.87,2.6,0.161,25,10,111,44,191,36,301,54
1,Continental hotspot,4,2283,10690,205,351,0.008,24,3.01,8.28,0.306,60,23,260,95,387,76,583,93
1,Continental hotspot,5.2,1976,10298,249,304,0.007,42,2.2,4.51,0.809,52,19,211,80,344,69,541,92
1,Continental hotspot,6.8,1240,10936,178,304,0.007,35,1.11,2.97,0.333,29,11,126,51,230,46,381,63
1,Continental hotspot,6.4,1130,11322,181,319,0.007,29,0.93,3,0.278,27,10,115,48,212,44,356,61
1,Continental hotspot,3.7,2150,11090,179,309,0.007,24,2.93,8.9,0.324,54,22,233,92,382,72,557,86
1,Continental hotspot,7.5,1200,12385,146,309,0.007,28,0.89,3.14,0.168,27,10,124,48,211,45,355,62
1,Continental hotspot,4.2,1973,11095,186,319,0.007,24,1.84,5.62,0.308,54,20,227,84,355,68,524,87
1,Continental hotspot,4.4,1327,10810,151,309,0.007,27,1.06,3.32,0.171,33,12,139,54,237,48,383,63
1,Continental hotspot,3.1,2050,10290,168,286,0.007,24,2.37,7.94,0.341,63,20,223,86,347,66,501,83
1,Continental hotspot,4.5,2184,11413,184,320,0.007,25,2.58,7.97,0.386,58,21,244,90,377,70,553,88
1,Continental hotspot,9.1,7933,13258,4234,4588,0.006,200,3.92,19.63,0.473,201,76,868,336,1388,273,1993,315
1,Continental hotspot,6.2,1162,11898,152,261,0.006,35,0.76,2.76,0.262,27,10,116,46,203,42,351,61
1,Continental hotspot,4.2,1402,10042,147,247,0.006,20,1.31,4.35,0.325,40,16,175,62,276,55,425,71
1,Continental hotspot,5,1897,10713,179,285,0.006,25,2.59,7.57,0.455,62,21,222,83,340,65,485,83
1,Continental hotspot,5,1438,13906,261,453,0.006,34,1.38,4.09,0.238,41,14,170,63,290,60,466,80
1,Continental hotspot,5.5,1197,10878,226,367,0.006,34,1.18,3.37,0.255,33,11,133,55,233,46,375,65
1,Continental hotspot,5.7,1957,10676,304,397,0.005,48,2.06,6.27,0.656,47,17,201,77,337,72,583,94
1,Continental hotspot,8,1583,12844,247,407,0.005,39,1.36,4.83,0.293,41,14,163,64,281,58,444,77
1,Continental hotspot,5.5,1177,12237,166,301,0.005,28,1.14,2.99,0.267,28,11,120,47,216,44,346,61
1,Continental hotspot,3.7,3923,10458,519,847,0.005,36,4.09,12.6,0.313,99,36,434,170,692,135,1009,163
1,Continental hotspot,4.1,1691,9621,164,271,0.005,24,1.64,5.45,0.328,47,17,194,72,296,59,446,74
1,Continental hotspot,4.7,1298,10716,101,197,0.005,18,0.95,3.01,0.233,28,11,131,48,217,44,353,60
1,Continental hotspot,5.2,2630,11034,438,616,0.005,66,2.02,6.94,0.578,61,20,266,106,439,95,743,119
1,Continental hotspot,4.2,1373,10770,129,224,0.005,22,0.82,3.09,0.25,40,13,160,60,259,52,388,66
1,Continental hotspot,3.3,1669,9188,136,233,0.005,21,1.29,4.65,0.258,46,16,172,69,279,54,422,70
1,Continental hotspot,5,1461,11023,152,257,0.005,22,1.22,3.97,0.272,38,15,181,68,294,57,443,74
1,Continental hotspot,3.9,1867,11040,155,277,0.005,25,1.8,6.48,0.261,53,18,197,79,319,61,458,76
1,Continental hotspot,4.5,1202,10202,158,297,0.005,27,1.17,3.43,0.149,27,11,124,48,192,44,339,57
1,Continental hotspot,5.5,1110,11465,121,246,0.004,25,1.1,3.6,0.269,29,11,121,46,193,43,337,54
1,Continental hotspot,4,2158,10708,206,334,0.004,26,2.45,8.34,0.372,58,23,255,94,390,76,573,88
1,Continental hotspot,4.2,1907,11228,201,310,0.004,27.4,1.9,5.5,0.42,53,18,209,81,330,67,518,87
1,Continental hotspot,4.5,1244,10166,98,201,0.004,19,0.62,2.17,0.169,27,10,122,48,209,42,330,58
1,Continental hotspot,4.6,1800,9837,135,227,0.004,25,1.25,4.22,0.307,43,15,179,69,278,57,408,71
1,Continental hotspot,4.6,1598,10365,172,281,0.004,23,1.51,5.15,0.382,48,18,208,73,320,63,477,80
1,Continental hotspot,4.9,781,11469,107,218,0.004,22,0.53,1.82,0.135,18,7,84,33,152,32,262,45
1,Continental hotspot,4.9,1368,11126,226,361,0.004,31,1.11,3.64,0.214,35,12,142,56,239,46,373,66
1,Continental hotspot,5.2,1728,10209,179,316,0.004,23,2.34,5.95,0.357,48,17,194,72,309,61,470,78
1,Continental hotspot,6.1,1504,10392,263,378,0.004,36,1.34,4.33,0.417,38,14,160,61,257,55,442,76
1,Continental hotspot,4.1,1752,11037,184,288,0.004,23,2.23,6.8,0.395,63,20,223,81,350,67,494,81
1,Continental hotspot,6,1336,12648,162,310,0.004,31,1.22,3.42,0.302,32,12,149,57,251,54,426,74
1,Continental hotspot,8.1,1267,11043,215,300,0.003,41,0.94,2.89,0.433,28,10,125,49,226,47,391,68
1,Continental hotspot,3.3,2000,10448,193,335,0.003,25,2.41,7.48,0.388,58,21,231,87,363,68,538,86
1,Continental hotspot,3.6,1529,10422,124,221,0.003,22,1.02,4.16,0.289,33,14,159,60,260,52,389,68
1,Continental hotspot,4.1,1039,10494,56,129,0.003,16,0.51,1.75,0.138,19,7,84,33,142,29,230,40
1,Continental hotspot,5.1,1635,11147,195,358,0.003,25.7,1.3,3.4,0.28,39,13,166,67,287,59,463,79
1,Continental hotspot,5.3,1486,10883,168,288,0.003,22,1.12,4.07,0.296,42,16,184,65,295,60,466,77
1,Continental hotspot,5.8,1735,11729,257,380,0.003,45.9,1.4,4,0.55,41,14,174,70,302,63,512,86
1,Continental hotspot,6.2,1633,12069,224,280,0.003,45,1.01,3.55,0.555,42,16,185,73,308,64,500,86
1,Continental hotspot,7.5,1841,10827,272,421,0.003,37,1.94,5.3,0.286,42,16,191,76,322,65,497,84
1,Continental hotspot,9.3,2185,12178,381,466,0.003,66,1.92,6.22,0.68,46,18,222,86,384,79,641,113
1,Continental hotspot,4,1902,10890,188,291,0.003,24,2.42,7.23,0.405,57,20,234,82,361,68,530,87
1,Continental hotspot,4.7,1712,11201,215,312,0.003,32,2.4,7.14,0.487,61,20,219,80,356,70,534,89
1,Continental hotspot,3.3,1107,10785,150,301,0.003,24,1.09,3.34,0.126,29,10,121,48,200,42,323,56
1,Continental hotspot,4,1628,10880,154,254,0.003,24,1.18,4.9,0.331,47,16,182,70,293,60,463,75
1,Continental hotspot,3.9,1292,10615,112,213,0.002,20,1.03,2.9,0.23,26,11,130,53,224,46,353,61
1,Continental hotspot,4.3,2094,10805,185,317,0.002,25,2.15,6.59,0.387,53,22,233,87,386,68,510,82
1,Continental hotspot,3.8,472,11904,38,107,0.002,12,0.26,0.89,0.077,10,4,49,20,94,21,161,30
1,Continental hotspot,6.5,1248,10210,190,279,0.002,39,0.95,2.81,0.374,25,10,102,50,200,42,337,64
1,Continental hotspot,4.6,2261,11429,199,338,0.002,25,2.78,8.22,0.4,61,23,245,94,379,73,558,89
1,Continental hotspot,5.5,662,10765,74,150,0.002,21,0.49,1.44,0.119,14,5,63,27,118,24,205,35
1,Continental hotspot,4.6,7161,12203,3551,4425,0.002,150,2.68,13.19,0.28,167,61,752,290,1248,243,1862,273
2,Continental-Ocean Rift,10.6,4930,12400,323,732,0.97,39.9,5.63,10.8,0.84,73.4,32.5,400,166,724,153,1210,255
2,Continental-Ocean Rift,12.6,15738.15,12497.82,3902.15,2787.45,0.84,621.8,29.6,40.63,0.49,268.55,109.38,1260.9,449.99,2106.71,541.53,4889.49,782.44
2,Continental-Ocean Rift,5.21,32615.37,8818.74,6103.57,4210.71,0.78,1146.99,62.9,116.3,1.11,761.59,285.47,3260.77,1197.77,4977.68,1094.17,8838.53,1410.76
